 ,Label,Mean,Min,Max,Length.cm,Family
1,rulerxocc.tif,84.899,67.689,123.159,0.233,
2,rulerxocc.tif,87.508,64.342,152.858,0.235,
3,rulerxocc.tif,82.49,64.244,112.942,0.235,
4,FEn17w12A09.1.tif,108.007,86.372,255,0.638,Eph.Heptageniidae
5,FEn17w12A09.1.tif,105.199,70.884,190.667,0.325,Eph.Heptageniidae
6,FEn17w12A09.1.tif,108.745,78.341,186,0.648,Eph.Heptageniidae
7,FEn17w12A09.1.tif,60.164,19.557,255,0.941,Eph.Heptageniidae
8,FEn17w12A09.1.tif,95.831,69.506,142.119,0.197,Eph.Heptageniidae
9,FEn17w12A09.1.tif,72.834,30.491,133.034,0.283,Eph.Heptageniidae
10,FEn17w12A09.2.tif,61.559,29.591,115.507,0.385,Eph.Heptageniidae
11,FEn17w12A09.2.tif,75.902,51.075,103.535,0.322,Eph.Heptageniidae
12,FEn17w12A09.2.tif,81.514,53.457,117.426,0.572,Eph.Heptageniidae
13,FEn17w12A09.2.tif,90.908,60.315,114.329,0.406,Eph.Heptageniidae
14,FEn17w12A09.2.tif,63.208,41.767,180.333,0.337,Eph.Heptageniidae
15,FEn17w12A09.2.tif,79.625,44.652,103.068,0.198,Eph.Heptageniidae
16,FEn17w12A09.2.tif,102.823,50.656,139.998,0.466,Eph.Heptageniidae
17,FEn17w12A09.2.tif,83.817,20.395,142.308,0.317,Eph.Heptageniidae
18,FEn17w12A09.2.tif,77.953,40.568,106.562,0.259,Eph.Heptageniidae
19,FEn17w12A09.2.tif,75.556,36.125,114.382,0.264,Eph.Heptageniidae
20,FEn17w12A09.3.tif,89.724,63.215,118.333,0.359,Eph.Heptageniidae
21,FEn17w12A09.3.tif,75.895,35.16,107.59,0.326,Eph.Heptageniidae
22,FEn17w12A09.3.tif,75.837,33.918,116.103,0.325,Eph.Heptageniidae
23,FEn17w12A09.3.tif,90.554,58.851,155.667,0.419,Eph.Heptageniidae
24,FEn17w12A09.3.tif,109.961,53.669,170.529,0.431,Eph.Heptageniidae
25,FEn17w12A09.3.tif,85.891,66.407,120.405,0.227,Eph.Heptageniidae
26,FEn17w12A09.3.tif,113.738,86.333,158,0.249,Eph.Heptageniidae
27,FEn17w12A09.3.tif,91.739,54.482,119.015,0.187,Eph.Heptageniidae
28,FEn17w12A09.3.tif,110.757,90.049,126.806,0.104,Eph.Heptageniidae
29,FEn17w12A09.3.tif,96.271,61.022,149.486,0.345,Eph.Heptageniidae
30,FEn17w12A09.3.tif,82.991,45.106,114.13,0.406,Eph.Heptageniidae
31,FEn17w12A09.3.tif,109.339,79.606,161.033,0.2,Eph.Heptageniidae
32,FEn17w12A09.3.tif,70.161,31.135,129.171,0.205,Eph.Heptageniidae
33,FEn17w12A09.3.tif,128.48,77.038,168.268,0.149,Eph.Heptageniidae
34,FEn17w12A09.5.tif,122.349,88.558,144.333,0.182,Eph.Heptageniidae
35,FEn17w12A09.5.tif,156.203,121.649,177.906,0.175,Eph.Heptageniidae
36,FEn17w12A09.5.tif,120.368,87.95,169.618,0.132,Eph.Heptageniidae
37,FEn17w12A09.5.tif,141.146,89.559,166.15,0.156,Eph.Heptageniidae
38,FEn17w12A09.5.tif,115.563,77.827,152.287,0.169,Eph.Heptageniidae
39,FEn17w12A09.5.tif,112.647,79.965,155.324,0.189,Eph.Heptageniidae
40,FEn17w12A09.5.tif,148.044,124.322,194.566,0.137,Eph.Heptageniidae
41,FEn17w12A09.5.tif,167.346,105.561,224.373,0.155,Eph.Heptageniidae
42,FEn17w12A09.5.tif,110.086,69.663,186.644,0.218,Eph.Heptageniidae
43,FEn17w12A09.5.tif,126.586,88.575,164.281,0.166,Eph.Heptageniidae
44,FEn17w12A09.5.tif,102.352,62.961,153.934,0.161,Eph.Heptageniidae
45,FEn17w12A09.5.tif,128.074,82.476,157.703,0.302,Eph.Heptageniidae
46,FEn17w12A09.5.tif,178.594,139.058,211.333,0.128,Eph.Heptageniidae
47,FEn17w12A09.5.tif,161.496,93.982,226.532,0.121,Eph.Heptageniidae
48,FEn17w12A09.5.tif,143.761,90.527,181.866,0.188,Eph.Heptageniidae
49,FEn17w12A09.5.tif,167.558,127.903,199.501,0.133,Eph.Heptageniidae
50,FEn17w12A09.4.tif,102.164,64.702,150.616,0.501,Eph.Heptageniidae
51,FEn17w12A09.4.tif,92.578,64.316,156.128,0.27,Eph.Heptageniidae
52,FEn17w12A09.4.tif,112.826,77.231,152.567,0.316,Eph.Heptageniidae
53,FEn17w12A09.4.tif,94.441,67.288,118.391,0.202,Eph.Heptageniidae
54,FEn17w12A09.4.tif,104.894,79.712,134.967,0.245,Eph.Heptageniidae
55,FEn17w12A09.4.tif,103.749,69.981,174.164,0.355,Eph.Heptageniidae
56,FEn17w12A09.4.tif,108.475,60.829,164.481,0.272,Eph.Heptageniidae
57,FEn17w12A09.4.tif,127.995,89.161,163.504,0.373,Eph.Heptageniidae
58,FEn17w12A09.4.tif,87.684,44.917,154.685,0.266,Eph.Heptageniidae
59,FEn17w12A09.4.tif,123.15,87.855,164.008,0.257,Eph.Heptageniidae
60,FEn17w12A09.6.tif,99.874,83.99,133.008,0.159,Eph.Heptageniidae
1,FEn17w12A09.6.tif,104.012,42.833,255,0.86,Od.Damselflies
2,FEn17w12A09.6.tif,64.311,26.837,255,0.842,Od.Damselflies
3,FEn17w12A09.6.tif,115.927,60.593,186.942,0.322,Od.Damselflies
4,FEn17w12A09.6.tif,106.101,88.035,167.667,0.281,Od.Damselflies
1,FEn17w12A09.7.tif,147.325,100.688,170.842,0.23,Dip.ChironomidaeL
2,FEn17w12A09.7.tif,140.949,110.075,176.018,0.226,Dip.ChironomidaeL
3,FEn17w12A09.7.tif,128.843,94.336,195.333,0.432,Dip.ChironomidaeL
4,FEn17w12A09.7.tif,157.692,109.793,188.945,0.3,Dip.ChironomidaeL
5,FEn17w12A09.7.tif,156.823,105.849,207.353,0.337,Dip.ChironomidaeL
6,FEn17w12A09.7.tif,177.322,134.629,205,0.294,Dip.ChironomidaeL
7,FEn17w12A09.7.tif,117.811,92.016,160.78,0.57,Dip.ChironomidaeL
8,FEn17w12A09.7.tif,147.821,110.282,206,0.314,Dip.ChironomidaeL
9,FEn17w12A09.7.tif,152.806,129.058,239.027,0.504,Dip.ChironomidaeL
10,FEn17w12A09.7.tif,183.728,142.407,217.577,0.249,Dip.ChironomidaeL
11,FEn17w12A09.7.tif,148.131,69.83,219.995,0.277,Dip.ChironomidaeL
12,FEn17w12A09.7.tif,195.437,165.661,212.346,0.161,Dip.ChironomidaeL
13,FEn17w12A09.7.tif,159.919,103.441,207.836,0.281,Dip.ChironomidaeL
14,FEn17w12A09.7.tif,160.976,130.383,211.917,0.308,Dip.ChironomidaeL
15,FEn17w12A09.7.tif,122.922,96.644,197.437,0.329,Dip.ChironomidaeL
16,FEn17w12A09.7.tif,171.78,126.366,211,0.329,Dip.ChironomidaeL
17,FEn17w12A09.7.tif,160.591,116.246,191,0.282,Dip.ChironomidaeL
18,FEn17w12A09.7.tif,167.13,136.992,217.97,0.147,Dip.ChironomidaeL
1,FEn17w12A09.7.tif,170.656,89.725,237.842,0.219,Dip.ChironomidaeP
2,FEn17w12A09.7.tif,155.253,83.333,175.478,0.167,Dip.ChironomidaeP
1,FEn17w12A09.8.tif,130.717,94.742,191.467,0.284,Tri.Polycentropidae
2,FEn17w12A09.8.tif,121.96,89.383,154.636,0.258,Tri.Polycentropidae
3,FEn17w12A09.8.tif,117.66,91.506,150.467,0.25,Tri.Polycentropidae
4,FEn17w12A09.8.tif,97.658,80.322,124.338,0.238,Tri.Polycentropidae
5,FEn17w12A09.8.tif,78.903,51.252,144,0.493,Tri.Polycentropidae
6,FEn17w12A09.8.tif,119.915,85.927,160.772,0.494,Tri.Polycentropidae
7,FEn17w12A09.8.tif,109.712,78.091,164.919,0.482,Tri.Polycentropidae
8,FEn17w12A09.8.tif,163.915,122.187,210.633,0.143,Tri.Polycentropidae
9,FEn17w12A09.8.tif,138.638,112.016,184.736,0.257,Tri.Polycentropidae
10,FEn17w12A09.8.tif,137.933,103.847,177.216,0.419,Tri.Polycentropidae
11,FEn17w12A09.8.tif,143.754,120.982,183.667,0.522,Tri.Polycentropidae
12,FEn17w12A09.8.tif,150.171,117.95,192.533,0.1,Tri.Polycentropidae
13,FEn17w12A09.8.tif,149.17,110.336,194.938,0.249,Tri.Polycentropidae
14,FEn17w12A09.8.tif,170.979,113.789,239.032,0.24,Tri.Polycentropidae
15,FEn17w12A09.8.tif,176.41,150.276,215.501,0.18,Tri.Polycentropidae
16,FEn17w12A09.8.tif,177.354,148.838,221.667,0.157,Tri.Polycentropidae
17,FEn17w12A09.8.tif,158.79,105.013,222.667,0.256,Tri.Polycentropidae
1,FEn17w12A09.8.tif,155.963,118.355,200.6,0.304,Dip.ChironomidaeL
2,FEn17w12A09.8.tif,178.224,151.343,205.487,0.1,Dip.ChironomidaeL
3,FEn17w12A09.8.tif,148.851,74.727,224.155,0.107,Biv.Corbicula
1,FEn17w12A09.9.tif,92.225,70.887,172.47,0.287,Gas.Ancylidae
2,FEn17w12A09.9.tif,83.169,38.909,187.185,0.266,Gas.Ancylidae
3,FEn17w12A09.9.tif,99.472,47.389,147.014,0.247,Gas.Ancylidae
4,FEn17w12A09.9.tif,122.842,100.239,160,0.083,Gas.Ancylidae
5,FEn17w12A09.9.tif,104.867,83.983,137.201,0.117,Gas.Ancylidae
1,FEn17w12A09.9.tif,89.311,67.23,127.245,0.529,Col.ElmL
1,FEn17w12A09.9.tif,114.722,88.122,147.116,0.19,Eph.Leptophlebiidae
1,FEn17w12A09.9.tif,124.858,96.041,155.276,0.178,Eph.Trcorythidae
2,FEn17w12A09.9.tif,132.234,112.161,159.649,0.133,Eph.Trcorythidae
3,FEn17w12A09.9.tif,167.825,126.474,215.829,0.138,Eph.Trcorythidae
4,FEn17w12A09.9.tif,132.177,99.586,186.667,0.195,Eph.Trcorythidae
5,FEn17w12A09.9.tif,134.331,111.281,160.428,0.162,Eph.Trcorythidae
1,FEn17w12A09.9.tif,150.751,114.348,213.223,0.199,Dip.ChironomidaeL
2,FEn17w12A09.9.tif,146.597,124.429,184.333,0.127,Dip.ChironomidaeL
3,FEn17w12A09.9.tif,145.76,124.169,178.902,0.203,Dip.ChironomidaeL
4,FEn17w12A09.9.tif,157.817,115.028,213.333,0.255,Dip.ChironomidaeL
1,FEn17w12A09.9.tif,143.287,103.668,161.135,0.21,Dip.ChironomidaeP
2,FEn17w12A09.9.tif,177.607,155.634,218.142,0.09,Biv.Corbicula
3,FEn17w12A09.9.tif,110.078,100.201,130.009,0.108,Hydrozoans.miscH
1,FEn17w12B09.2.tif,57.727,32.641,91.403,0.699,Eph.Heptageniidae
2,FEn17w12B09.2.tif,76.46,53.383,124.355,0.47,Eph.Heptageniidae
3,FEn17w12B09.2.tif,72.796,45.97,104.408,0.479,Eph.Heptageniidae
4,FEn17w12B09.2.tif,64.922,46.324,85.836,0.473,Eph.Heptageniidae
5,FEn17w12B09.2.tif,53.315,28.088,91.936,0.498,Eph.Heptageniidae
6,FEn17w12B09.2.tif,57.439,36.432,106.473,0.438,Eph.Heptageniidae
7,FEn17w12B09.2.tif,55.992,38.433,106.333,0.346,Eph.Heptageniidae
8,FEn17w12B09.2.tif,78.658,43.924,255,0.407,Eph.Heptageniidae
9,FEn17w12B09.2.tif,108.918,79.278,132.276,0.272,Eph.Heptageniidae
10,FEn17w12B09.1.tif,76.734,45.91,198.252,0.818,Eph.Heptageniidae
11,FEn17w12B09.1.tif,65.454,41.764,105.483,0.602,Eph.Heptageniidae
12,FEn17w12B09.1.tif,73.591,54.257,116.058,0.363,Eph.Heptageniidae
13,FEn17w12B09.1.tif,76.687,39.478,118.333,0.402,Eph.Heptageniidae
14,FEn17w12B09.1.tif,102.995,48.283,139.436,0.518,Eph.Heptageniidae
15,FEn17w12B09.1.tif,81.248,50.256,197.863,0.485,Eph.Heptageniidae
16,FEn17w12B09.1.tif,77.22,47.098,146.666,0.316,Eph.Heptageniidae
17,FEn17w12B09.1.tif,97.691,61.507,169,0.541,Eph.Heptageniidae
18,FEn17w12B09.3.tif,111.683,79.744,179.287,0.412,Eph.Heptageniidae
19,FEn17w12B09.3.tif,91.372,70.178,120.94,0.473,Eph.Heptageniidae
20,FEn17w12B09.3.tif,100.373,53.788,130.092,0.357,Eph.Heptageniidae
21,FEn17w12B09.3.tif,118.812,62.319,153.251,0.296,Eph.Heptageniidae
22,FEn17w12B09.3.tif,125.986,100.205,167.512,0.288,Eph.Heptageniidae
23,FEn17w12B09.3.tif,114.934,83.689,224.214,0.539,Eph.Heptageniidae
24,FEn17w12B09.3.tif,116.783,83.13,216.144,0.58,Eph.Heptageniidae
25,FEn17w12B09.3.tif,118.398,80.264,157.807,0.47,Eph.Heptageniidae
26,FEn17w12B09.3.tif,146.343,81.262,197.452,0.598,Eph.Heptageniidae
27,FEn17w12B09.4.tif,91.98,72.933,149,0.534,Eph.Heptageniidae
28,FEn17w12B09.4.tif,96.442,58.786,255,0.488,Eph.Heptageniidae
29,FEn17w12B09.4.tif,106.9,82.621,157.355,0.475,Eph.Heptageniidae
30,FEn17w12B09.4.tif,132.76,86.878,255,0.324,Eph.Heptageniidae
31,FEn17w12B09.4.tif,109.552,83.421,179.333,0.517,Eph.Heptageniidae
32,FEn17w12B09.4.tif,133.093,70.073,174.334,0.207,Eph.Heptageniidae
33,FEn17w12B09.4.tif,109.382,85.676,141.863,0.495,Eph.Heptageniidae
34,FEn17w12B09.4.tif,121.583,75.593,172.345,0.423,Eph.Heptageniidae
35,FEn17w12B09.4.tif,102.485,76.739,133.35,0.357,Eph.Heptageniidae
36,FEn17w12B09.4.tif,99.547,78,138.72,0.326,Eph.Heptageniidae
37,FEn17w12B09.5.tif,86.543,53.365,135.793,0.544,Eph.Heptageniidae
38,FEn17w12B09.5.tif,94.083,69.891,115.691,0.428,Eph.Heptageniidae
39,FEn17w12B09.5.tif,98.953,68.279,158.568,0.259,Eph.Heptageniidae
40,FEn17w12B09.5.tif,105.772,76.534,124.846,0.463,Eph.Heptageniidae
41,FEn17w12B09.5.tif,94.026,55.183,175.338,0.349,Eph.Heptageniidae
42,FEn17w12B09.5.tif,100.919,70.064,180.435,0.351,Eph.Heptageniidae
43,FEn17w12B09.5.tif,139.718,93.534,171.806,0.484,Eph.Heptageniidae
44,FEn17w12B09.5.tif,102.345,46.694,237.454,0.483,Eph.Heptageniidae
45,FEn17w12B09.5.tif,125.621,103.672,152.049,0.213,Eph.Heptageniidae
46,FEn17w12B09.5.tif,115.751,96.551,189.893,0.442,Eph.Heptageniidae
47,FEn17w12B09.5.tif,133.799,79.698,224,0.387,Eph.Heptageniidae
48,FEn17w12B09.6.tif,143.269,93.825,170.853,0.232,Eph.Heptageniidae
49,FEn17w12B09.6.tif,146.304,112.868,179.624,0.173,Eph.Heptageniidae
50,FEn17w12B09.6.tif,136.937,98.948,160.615,0.272,Eph.Heptageniidae
51,FEn17w12B09.6.tif,134.885,82.445,163.694,0.266,Eph.Heptageniidae
52,FEn17w12B09.6.tif,127.99,89.572,172.572,0.455,Eph.Heptageniidae
53,FEn17w12B09.6.tif,143.311,106.009,193.861,0.23,Eph.Heptageniidae
54,FEn17w12B09.6.tif,160.61,119.678,198.492,0.219,Eph.Heptageniidae
55,FEn17w12B09.6.tif,142.852,117.053,175.28,0.187,Eph.Heptageniidae
56,FEn17w12B09.6.tif,141.64,99.614,186.431,0.251,Eph.Heptageniidae
57,FEn17w12B09.6.tif,175.31,146.257,243.866,0.137,Eph.Heptageniidae
58,FEn17w12B09.6.tif,143.423,100.403,171.616,0.274,Eph.Heptageniidae
59,FEn17w12B09.6.tif,133.023,99.949,149.362,0.443,Eph.Heptageniidae
60,FEn17w12B09.6.tif,126.656,98.117,167.589,0.211,Eph.Heptageniidae
61,FEn17w12B09.6.tif,132.327,106.138,175.58,0.112,Eph.Heptageniidae
62,FEn17w12B09.6.tif,138.858,118.312,151.796,0.092,Eph.Heptageniidae
63,FEn17w12B09.6.tif,118.848,103.216,140.883,0.145,Eph.Heptageniidae
64,FEn17w12B09.6.tif,96.511,71.861,182.333,0.276,Eph.Heptageniidae
65,FEn17w12B09.6.tif,108.471,62.662,151.934,0.674,Eph.Heptageniidae
66,FEn17w12B09.7.tif,123.731,100.551,178.664,0.158,Eph.Heptageniidae
67,FEn17w12B09.7.tif,121.24,96.943,166.184,0.147,Eph.Heptageniidae
68,FEn17w12B09.7.tif,150.296,124.224,164.946,0.264,Eph.Heptageniidae
69,FEn17w12B09.7.tif,115.849,94.024,168.301,0.123,Eph.Heptageniidae
70,FEn17w12B09.7.tif,126.882,93.333,157.624,0.136,Eph.Heptageniidae
71,FEn17w12B09.7.tif,155.605,126.071,174.997,0.252,Eph.Heptageniidae
72,FEn17w12B09.7.tif,109.526,76.302,148.201,0.202,Eph.Heptageniidae
73,FEn17w12B09.7.tif,142.977,112.667,179.133,0.194,Eph.Heptageniidae
74,FEn17w12B09.7.tif,124.206,101.8,171.944,0.248,Eph.Heptageniidae
75,FEn17w12B09.7.tif,130.61,106.727,159.914,0.334,Eph.Heptageniidae
76,FEn17w12B09.7.tif,122.331,80.39,158,0.299,Eph.Heptageniidae
77,FEn17w12B09.7.tif,173.312,136.868,206.564,0.266,Eph.Heptageniidae
78,FEn17w12B09.7.tif,153.966,111.473,193.814,0.211,Eph.Heptageniidae
79,FEn17w12B09.7.tif,171.639,124.025,202.712,0.133,Eph.Heptageniidae
80,FEn17w12B09.7.tif,150.083,123.534,212.713,0.091,Eph.Heptageniidae
81,FEn17w12B09.7.tif,152.895,104.17,250.827,0.178,Eph.Heptageniidae
82,FEn17w12B09.7.tif,171.547,130.663,233,0.162,Eph.Heptageniidae
83,FEn17w12B09.7.tif,162.167,132.346,191.401,0.117,Eph.Heptageniidae
84,FEn17w12B09.7.tif,175.733,122.825,217.667,0.192,Eph.Heptageniidae
85,FEn17w12B09.7.tif,160.464,136.139,194.245,0.141,Eph.Heptageniidae
86,FEn17w12B09.7.tif,120.547,98.049,156.3,0.154,Eph.Heptageniidae
87,FEn17w12B09.7.tif,135.673,107.326,164.429,0.197,Eph.Heptageniidae
88,FEn17w12B09.7.tif,143.345,108.584,165.154,0.115,Eph.Heptageniidae
89,FEn17w12B09.8.tif,137.854,102.315,197.876,0.266,Eph.Heptageniidae
90,FEn17w12B09.8.tif,137.015,107.681,165.548,0.147,Eph.Heptageniidae
91,FEn17w12B09.8.tif,145.026,97.163,188.956,0.478,Eph.Heptageniidae
92,FEn17w12B09.8.tif,144.692,111.476,172.519,0.223,Eph.Heptageniidae
93,FEn17w12B09.8.tif,124.766,85.8,162.975,0.332,Eph.Heptageniidae
94,FEn17w12B09.8.tif,159.25,120.918,179.517,0.18,Eph.Heptageniidae
95,FEn17w12B09.8.tif,135.971,109.214,176.686,0.205,Eph.Heptageniidae
96,FEn17w12B09.8.tif,131.159,92.715,185.388,0.295,Eph.Heptageniidae
97,FEn17w12B09.8.tif,143.36,105.793,184.465,0.181,Eph.Heptageniidae
98,FEn17w12B09.8.tif,153.535,125.45,182.667,0.186,Eph.Heptageniidae
99,FEn17w12B09.8.tif,172.642,140.712,208.002,0.159,Eph.Heptageniidae
100,FEn17w12B09.8.tif,170.205,145.783,207.667,0.172,Eph.Heptageniidae
101,FEn17w12B09.8.tif,153.977,126.175,209.217,0.145,Eph.Heptageniidae
102,FEn17w12B09.8.tif,151.174,128.909,184.958,0.131,Eph.Heptageniidae
103,FEn17w12B09.8.tif,129.364,94.216,192.756,0.24,Eph.Heptageniidae
104,FEn17w12B09.8.tif,161.965,131.274,206.605,0.151,Eph.Heptageniidae
105,FEn17w12B09.9.tif,169.638,124.396,209.838,0.178,Eph.Heptageniidae
106,FEn17w12B09.9.tif,138.302,120.006,191.914,0.087,Eph.Heptageniidae
107,FEn17w12B09.9.tif,155.192,117.736,171.393,0.092,Eph.Heptageniidae
108,FEn17w12B09.9.tif,167.783,137.961,193.547,0.1,Eph.Heptageniidae
109,FEn17w12B09.9.tif,179.776,135.301,211.096,0.173,Eph.Heptageniidae
110,FEn17w12B09.9.tif,152.893,120.36,207.229,0.431,Eph.Heptageniidae
111,FEn17w12B09.9.tif,192.429,141.726,223.408,0.127,Eph.Heptageniidae
112,FEn17w12B09.9.tif,185.974,137.406,247,0.137,Eph.Heptageniidae
1,FEn17w12B09.10.tif,115.62,73.302,255,0.416,Od.Damselflies
2,FEn17w12B09.10.tif,196.513,173.705,228.163,0.154,Od.Damselflies
3,FEn17w12B09.10.tif,91.475,58.006,255,1.033,Od.Damselflies
4,FEn17w12B09.10.tif,174.656,142.211,206.797,0.177,Od.Damselflies
5,FEn17w12B09.10.tif,143.601,112.034,173.88,0.335,Dip.ChironomidaeL
1,FEn17w12B09.11.tif,133.144,106.332,182.459,0.24,Col.ElmL
2,FEn17w12B09.11.tif,95.807,79.969,163.04,0.528,Col.ElmL
3,FEn17w12B09.11.tif,160.095,143.525,198.776,0.109,Eph.Heptageniidae
1,FEn17w12B09.11.tif,124.445,99.531,174.667,0.172,Tri.Helicophyche
1,FEn17w12B09.11.tif,122.021,98.963,207.5,0.24,FLAT WORMS
2,FEn17w12B09.11.tif,73.982,57.689,129.097,0.347,Col.ElmA
1,FEn17w12B09.11.tif,165.469,143.596,189.459,0.243,Tri.Hydroptilidae
1,FEn17w12B09.11.tif,102.118,76.412,214.91,0.181,Dip.Other
2,FEn17w12B09.11.tif,109.105,92.869,164.547,0.202,Gas.Ancylidae
1,FEn17w12B09.12.tif,158.55,122.428,175.205,0.126,Tri.Polycentropidae
2,FEn17w12B09.12.tif,131.423,92.667,155.161,0.33,Tri.Polycentropidae
3,FEn17w12B09.12.tif,138.276,113.047,167.085,0.457,Tri.Polycentropidae
